2024-12-17 12:58:19 - Bytes Sent: 12296391, Bytes Received: 242733943
2024-12-17 12:58:19 - Bytes Sent: 12296687, Bytes Received: 242734051
2024-12-17 12:58:20 - Bytes Sent: 12296687, Bytes Received: 242734051
2024-12-17 12:58:20 - Bytes Sent: 12296687, Bytes Received: 242734051
2024-12-17 12:58:21 - Bytes Sent: 12298435, Bytes Received: 242736278
2024-12-17 12:58:21 - Bytes Sent: 12310703, Bytes Received: 242753065
2024-12-17 12:58:22 - Bytes Sent: 12310703, Bytes Received: 242753065
2024-12-17 12:58:22 - Bytes Sent: 12318839, Bytes Received: 242835207
2024-12-17 12:58:23 - Bytes Sent: 12322147, Bytes Received: 242837372
2024-12-17 12:58:23 - Bytes Sent: 12326408, Bytes Received: 242839434
2024-12-17 12:58:24 - Bytes Sent: 12330101, Bytes Received: 242884440
2024-12-17 12:58:24 - Bytes Sent: 12330385, Bytes Received: 242884739
2024-12-17 12:58:25 - Bytes Sent: 12331034, Bytes Received: 242961926
2024-12-17 12:58:25 - Bytes Sent: 12331034, Bytes Received: 242961926
2024-12-17 12:58:26 - Bytes Sent: 12331034, Bytes Received: 242961926
2024-12-17 12:58:26 - Bytes Sent: 12332141, Bytes Received: 242961926
2024-12-17 12:58:27 - Bytes Sent: 12332195, Bytes Received: 242962187
2024-12-17 12:58:27 - Bytes Sent: 12332195, Bytes Received: 242962187
2024-12-17 12:58:28 - Bytes Sent: 12332195, Bytes Received: 242962187
2024-12-17 12:58:28 - Bytes Sent: 12332195, Bytes Received: 242962187
2024-12-17 12:58:29 - Bytes Sent: 12332195, Bytes Received: 242962187
2024-12-17 12:58:29 - Bytes Sent: 12332195, Bytes Received: 242962187
2024-12-17 12:58:30 - Bytes Sent: 12332195, Bytes Received: 242962187
2024-12-17 12:58:30 - Bytes Sent: 12332195, Bytes Received: 242962187
2024-12-17 12:58:31 - Bytes Sent: 12333391, Bytes Received: 242962502
2024-12-17 12:58:31 - Bytes Sent: 12333391, Bytes Received: 242962502
2024-12-17 12:58:32 - Bytes Sent: 12333391, Bytes Received: 242962502
2024-12-17 12:58:32 - Bytes Sent: 12334503, Bytes Received: 242963418
2024-12-17 12:58:33 - Bytes Sent: 12338431, Bytes Received: 242966169
2024-12-17 12:58:33 - Bytes Sent: 12338539, Bytes Received: 242966516
2024-12-17 12:58:34 - Bytes Sent: 12338539, Bytes Received: 242966516
2024-12-17 12:58:35 - Bytes Sent: 12339604, Bytes Received: 242966690
2024-12-17 12:58:35 - Bytes Sent: 12339658, Bytes Received: 242966838
2024-12-17 12:58:36 - Bytes Sent: 12339658, Bytes Received: 242966838
2024-12-17 12:58:36 - Bytes Sent: 12339658, Bytes Received: 242966838
2024-12-17 12:58:37 - Bytes Sent: 12339658, Bytes Received: 242966838
2024-12-17 12:58:37 - Bytes Sent: 12339658, Bytes Received: 242966838
2024-12-17 13:07:56 - Bytes Sent: 14437864, Bytes Received: 252135386
2024-12-17 13:07:57 - Bytes Sent: 14437864, Bytes Received: 252135386
2024-12-17 13:07:57 - Bytes Sent: 14437864, Bytes Received: 252135386
2024-12-17 13:07:58 - Bytes Sent: 14437864, Bytes Received: 252135386
2024-12-17 13:07:58 - Bytes Sent: 14437864, Bytes Received: 252135386
2024-12-17 13:07:59 - Bytes Sent: 14437974, Bytes Received: 252135518
